country_region_code,country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
IT,Italy,Piedmont,,2020-03-02,-15,-10,-38,-29,-15,7
IT,Italy,Piedmont,,2020-03-03,-2,1,21,-20,-14,5
IT,Italy,Piedmont,,2020-03-04,-4,1,25,-21,-13,5
IT,Italy,Piedmont,,2020-03-05,-14,-3,-23,-27,-15,7
IT,Italy,Piedmont,,2020-03-06,-13,0,4,-25,-15,8
IT,Italy,Piedmont,,2020-03-07,-15,2,26,-17,-8,5
IT,Italy,Piedmont,,2020-03-08,-34,5,-2,-25,-8,6
IT,Italy,Piedmont,,2020-03-09,-31,-2,-19,-42,-24,12
IT,Italy,Piedmont,,2020-03-10,-43,-7,-21,-51,-30,16
IT,Italy,Piedmont,,2020-03-11,-50,-14,-19,-56,-35,19
IT,Italy,Piedmont,,2020-03-12,-69,-23,-57,-66,-44,24
IT,Italy,Piedmont,,2020-03-13,-73,-26,-51,-69,-50,28
IT,Italy,Piedmont,,2020-03-14,-84,-44,-77,-75,-55,26
IT,Italy,Piedmont,,2020-03-15,-90,-61,-78,-80,-52,22
IT,Italy,Piedmont,,2020-03-16,-73,-35,-58,-73,-56,27
IT,Italy,Piedmont,,2020-03-17,-75,-38,-56,-73,-59,29
IT,Italy,Piedmont,,2020-03-18,-77,-42,-61,-75,-60,30
IT,Italy,Piedmont,,2020-03-19,-77,-41,-65,-76,-61,31
IT,Italy,Piedmont,,2020-03-20,-79,-37,-71,-76,-62,33
IT,Italy,Piedmont,,2020-03-21,-86,-51,-82,-79,-59,26
IT,Italy,Piedmont,,2020-03-22,-94,-82,-91,-86,-59,24
IT,Italy,Piedmont,,2020-03-23,-80,-45,-79,-81,-69,33
IT,Italy,Piedmont,,2020-03-24,-81,-46,-77,-80,-70,34
IT,Italy,Piedmont,,2020-03-25,-82,-49,-80,-81,-70,35
IT,Italy,Piedmont,,2020-03-26,-83,-49,-80,-82,-73,36
IT,Italy,Piedmont,,2020-03-27,-83,-45,-80,-81,-72,38
IT,Italy,Piedmont,,2020-03-28,-87,-54,-83,-80,-62,27
IT,Italy,Piedmont,,2020-03-29,-94,-82,-89,-85,-59,23
IT,Italy,Piedmont,,2020-03-30,-82,-47,-79,-80,-71,34
IT,Italy,Piedmont,,2020-03-31,-90,-42,-77,-79,-71,34
IT,Italy,Piedmont,,2020-04-01,-90,-40,-75,-78,-70,34
IT,Italy,Piedmont,,2020-04-02,-89,-39,-73,-78,-70,35
IT,Italy,Piedmont,,2020-04-03,-85,-36,-74,-78,-70,37
IT,Italy,Piedmont,,2020-04-04,-89,-49,-82,-78,-61,27
IT,Italy,Piedmont,,2020-04-05,-95,-80,-88,-85,-59,23
IT,Italy,Piedmont,,2020-04-06,-82,-38,-73,-77,-67,32
IT,Italy,Piedmont,,2020-04-07,-81,-36,-72,-77,-68,33
IT,Italy,Piedmont,,2020-04-08,-81,-36,-73,-77,-67,33
IT,Italy,Piedmont,,2020-04-09,-80,-31,-72,-77,-67,33
IT,Italy,Piedmont,,2020-04-10,-80,-25,-72,-76,-68,35
IT,Italy,Piedmont,,2020-04-11,-85,-42,-81,-76,-59,26
IT,Italy,Piedmont,,2020-04-12,-96,-90,-90,-86,-61,24
IT,Italy,Piedmont,,2020-04-13,-96,-95,-83,-90,-91,41
IT,Italy,Piedmont,,2020-04-14,-80,-37,-73,-76,-65,31
IT,Italy,Piedmont,,2020-04-15,-80,-37,-73,-76,-64,32
IT,Italy,Piedmont,,2020-04-16,-79,-35,-72,-75,-64,32
IT,Italy,Piedmont,,2020-04-17,-79,-33,-71,-75,-64,34
IT,Italy,Piedmont,,2020-04-18,-85,-51,-80,-76,-55,26
IT,Italy,Piedmont,,2020-04-19,-95,-81,-89,-85,-55,23
IT,Italy,Piedmont,,2020-04-20,-81,-53,-81,-80,-63,31
IT,Italy,Piedmont,,2020-04-21,-80,-48,-78,-78,-63,32
IT,Italy,Piedmont,,2020-04-22,-78,-43,-70,-74,-61,30
IT,Italy,Piedmont,,2020-04-23,-77,-39,-69,-74,-61,31
IT,Italy,Piedmont,,2020-04-24,-76,-29,-65,-72,-60,32
IT,Italy,Piedmont,,2020-04-25,-95,-95,-84,-84,-72,29
IT,Italy,Piedmont,,2020-04-26,-92,-65,-87,-81,-50,22
IT,Italy,Piedmont,,2020-04-27,-74,-38,-72,-74,-59,28
IT,Italy,Piedmont,,2020-04-28,-78,-44,-75,-76,-60,29
IT,Italy,Piedmont,,2020-04-29,-75,-36,-65,-71,-58,28
IT,Italy,Piedmont,,2020-04-30,-72,-26,-68,-71,-58,28
IT,Italy,Piedmont,,2020-05-01,-95,-94,-79,-88,-88,44
IT,Italy,Piedmont,,2020-05-02,-80,-40,-73,-71,-50,24
IT,Italy,Piedmont,,2020-05-03,-91,-69,-79,-77,-44,21
IT,Italy,Piedmont,,2020-05-04,-61,-28,-15,-58,-46,19
IT,Italy,Piedmont,,2020-05-05,-62,-29,-17,-58,-47,21
IT,Italy,Piedmont,,2020-05-06,-63,-30,-19,-58,-46,21
IT,Italy,Piedmont,,2020-05-07,-62,-29,-14,-58,-46,21
IT,Italy,Piedmont,,2020-05-08,-63,-26,-19,-58,-46,23
IT,Italy,Piedmont,,2020-05-09,-67,-34,-24,-52,-36,16
IT,Italy,Piedmont,,2020-05-10,-79,-59,-52,-62,-27,15
IT,Italy,Piedmont,,2020-05-11,-62,-36,-47,-62,-45,21
IT,Italy,Piedmont,,2020-05-12,-58,-27,-19,-55,-43,20
IT,Italy,Piedmont,,2020-05-13,-65,-36,-62,-65,-44,22
IT,Italy,Piedmont,,2020-05-14,-58,-25,-16,-55,-43,19
IT,Italy,Piedmont,,2020-05-15,-60,-25,-26,-57,-43,22
IT,Italy,Piedmont,,2020-05-16,-66,-33,-53,-57,-32,17
IT,Italy,Piedmont,,2020-05-17,-72,-54,-23,-53,-21,13
IT,Italy,Piedmont,,2020-05-18,-42,-22,16,-46,-38,15
IT,Italy,Piedmont,,2020-05-19,-45,-18,-1,-48,-39,16
IT,Italy,Piedmont,,2020-05-20,-43,-18,28,-46,-38,15
IT,Italy,Piedmont,,2020-05-21,-43,-15,19,-45,-38,16
IT,Italy,Piedmont,,2020-05-22,-46,-14,21,-45,-37,17
IT,Italy,Piedmont,,2020-05-23,-44,-20,-2,-36,-19,9
IT,Italy,Piedmont,,2020-05-24,-45,-36,30,-29,-7,5
IT,Italy,Piedmont,,2020-05-25,-34,-19,28,-43,-36,13
IT,Italy,Piedmont,,2020-05-26,-34,-15,28,-43,-35,13
IT,Italy,Piedmont,,2020-05-27,-34,-14,26,-43,-34,13
IT,Italy,Piedmont,,2020-05-28,-34,-14,25,-42,-35,13
IT,Italy,Piedmont,,2020-05-29,-36,-11,16,-42,-35,15
IT,Italy,Sardinia,,2020-02-15,-2,-1,23,4,0,0
IT,Italy,Sardinia,,2020-02-16,4,0,32,8,0,-1
IT,Italy,Sardinia,,2020-02-17,0,0,14,3,0,0
IT,Italy,Sardinia,,2020-02-18,0,0,7,1,1,0
IT,Italy,Sardinia,,2020-02-19,-1,-1,0,1,1,0
IT,Italy,Sardinia,,2020-02-20,1,-1,20,5,1,0
IT,Italy,Sardinia,,2020-02-21,-1,0,5,3,0,0
IT,Italy,Sardinia,,2020-02-22,-2,1,23,6,0,0
IT,Italy,Sardinia,,2020-02-23,5,6,43,19,3,-2
IT,Italy,Sardinia,,2020-02-24,1,5,33,-3,-12,2
IT,Italy,Sardinia,,2020-02-25,4,-1,74,1,-17,2
IT,Italy,Sardinia,,2020-02-26,-7,-2,-6,-5,-4,2
IT,Italy,Sardinia,,2020-02-27,-3,0,-6,-4,0,2
IT,Italy,Sardinia,,2020-02-28,-3,1,4,-4,0,1
IT,Italy,Sardinia,,2020-02-29,-2,1,17,4,0,0
IT,Italy,Sardinia,,2020-03-01,-3,1,-18,0,-1,1
IT,Italy,Sardinia,,2020-03-02,-8,0,-24,-8,-1,2
IT,Italy,Sardinia,,2020-03-03,-4,2,-9,-9,0,2
IT,Italy,Sardinia,,2020-03-04,-1,4,8,-3,1,1
IT,Italy,Sardinia,,2020-03-05,-4,5,7,-15,-15,5
IT,Italy,Sardinia,,2020-03-06,-11,2,-10,-20,-16,6
IT,Italy,Sardinia,,2020-03-07,-18,3,-13,-23,-19,6
IT,Italy,Sardinia,,2020-03-08,-19,6,15,-16,-6,4
IT,Italy,Sardinia,,2020-03-09,-27,4,-30,-35,-24,10
IT,Italy,Sardinia,,2020-03-10,-41,3,-20,-41,-30,13
IT,Italy,Sardinia,,2020-03-11,-53,-19,-30,-50,-37,16
IT,Italy,Sardinia,,2020-03-12,-69,-27,-51,-60,-46,21
IT,Italy,Sardinia,,2020-03-13,-73,-31,-58,-64,-51,23
IT,Italy,Sardinia,,2020-03-14,-81,-40,-74,-69,-54,23
IT,Italy,Sardinia,,2020-03-15,-88,-60,-79,-75,-48,20
IT,Italy,Sardinia,,2020-03-16,-74,-39,-67,-70,-54,23
IT,Italy,Sardinia,,2020-03-17,-76,-42,-66,-72,-57,24
IT,Italy,Sardinia,,2020-03-18,-77,-45,-65,-72,-57,24
IT,Italy,Sardinia,,2020-03-19,-77,-46,-69,-72,-58,26
IT,Italy,Sardinia,,2020-03-20,-78,-42,-73,-72,-59,26
IT,Italy,Sardinia,,2020-03-21,-84,-48,-82,-76,-59,25
IT,Italy,Sardinia,,2020-03-22,-93,-82,-87,-81,-54,22
IT,Italy,Sardinia,,2020-03-23,-77,-45,-73,-74,-61,26
IT,Italy,Sardinia,,2020-03-24,-79,-48,-72,-74,-62,26
IT,Italy,Sardinia,,2020-03-25,-80,-50,-74,-74,-62,27
IT,Italy,Sardinia,,2020-03-26,-81,-50,-77,-75,-63,28
IT,Italy,Sardinia,,2020-03-27,-81,-48,-80,-77,-64,29
IT,Italy,Sardinia,,2020-03-28,-83,-47,-82,-76,-59,25
IT,Italy,Sardinia,,2020-03-29,-94,-92,-87,-81,-56,22
IT,Italy,Sardinia,,2020-03-30,-79,-45,-73,-74,-61,25
IT,Italy,Sardinia,,2020-03-31,-88,-41,-70,-71,-62,26
IT,Italy,Sardinia,,2020-04-01,-87,-40,-71,-69,-61,26
IT,Italy,Sardinia,,2020-04-02,-87,-40,-73,-71,-62,27
IT,Italy,Sardinia,,2020-04-03,-82,-36,-74,-72,-61,27
IT,Italy,Sardinia,,2020-04-04,-86,-42,-80,-74,-57,24
IT,Italy,Sardinia,,2020-04-05,-94,-92,-87,-80,-54,22
IT,Italy,Sardinia,,2020-04-06,-80,-37,-70,-71,-59,25
IT,Italy,Sardinia,,2020-04-07,-79,-35,-68,-71,-60,25
IT,Italy,Sardinia,,2020-04-08,-79,-35,-69,-70,-59,24
IT,Italy,Sardinia,,2020-04-09,-79,-32,-70,-70,-60,26
IT,Italy,Sardinia,,2020-04-10,-78,-24,-72,-69,-60,26
IT,Italy,Sardinia,,2020-04-11,-83,-34,-79,-70,-56,24
IT,Italy,Sardinia,,2020-04-12,-95,-93,-88,-83,-57,23
IT,Italy,Sardinia,,2020-04-13,-96,-95,-84,-87,-85,34
IT,Italy,Sardinia,,2020-04-14,-80,-43,-69,-72,-60,25
IT,Italy,Sardinia,,2020-04-15,-79,-39,-69,-70,-58,24
IT,Italy,Sardinia,,2020-04-16,-78,-39,-71,-70,-58,26
IT,Italy,Sardinia,,2020-04-17,-78,-35,-71,-70,-57,26
IT,Italy,Sardinia,,2020-04-18,-84,-46,-80,-73,-54,24
IT,Italy,Sardinia,,2020-04-19,-94,-93,-88,-82,-52,22
IT,Italy,Sardinia,,2020-04-20,-80,-51,-76,-74,-58,25
IT,Italy,Sardinia,,2020-04-21,-80,-47,-74,-73,-58,25
IT,Italy,Sardinia,,2020-04-22,-80,-48,-72,-71,-57,25
IT,Italy,Sardinia,,2020-04-23,-78,-43,-71,-70,-56,25
IT,Italy,Sardinia,,2020-04-24,-75,-26,-69,-67,-55,24
IT,Italy,Sardinia,,2020-04-25,-94,-94,-83,-82,-69,27
IT,Italy,Sardinia,,2020-04-26,-93,-92,-85,-80,-49,21
IT,Italy,Sardinia,,2020-04-27,-72,-33,-67,-67,-54,22
IT,Italy,Sardinia,,2020-04-28,-75,-38,-65,-68,-54,21
IT,Italy,Sardinia,,2020-04-29,-75,-39,-64,-66,-53,22
IT,Italy,Sardinia,,2020-04-30,-72,-26,-65,-65,-53,22
IT,Italy,Sardinia,,2020-05-01,-94,-93,-76,-84,-80,33
IT,Italy,Sardinia,,2020-05-02,-79,-34,-76,-69,-50,21
IT,Italy,Sardinia,,2020-05-03,-93,-90,-82,-77,-43,20
IT,Italy,Sardinia,,2020-05-04,-60,-27,-15,-50,-43,14
IT,Italy,Sardinia,,2020-05-05,-62,-28,-10,-51,-44,15
IT,Italy,Sardinia,,2020-05-06,-62,-29,-9,-49,-43,15
IT,Italy,Sardinia,,2020-05-07,-62,-29,-15,-50,-43,16
IT,Italy,Sardinia,,2020-05-08,-63,-25,-26,-52,-43,17
IT,Italy,Sardinia,,2020-05-09,-68,-28,-41,-52,-40,14
IT,Italy,Sardinia,,2020-05-10,-80,-74,-46,-57,-25,12
IT,Italy,Sardinia,,2020-05-11,-57,-28,-21,-51,-41,15
IT,Italy,Sardinia,,2020-05-12,-56,-23,1,-46,-40,14
IT,Italy,Sardinia,,2020-05-13,-58,-26,-8,-47,-40,14
IT,Italy,Sardinia,,2020-05-14,-57,-25,-13,-49,-40,14
IT,Italy,Sardinia,,2020-05-15,-58,-23,-17,-49,-40,15
IT,Italy,Sardinia,,2020-05-16,-62,-24,-38,-49,-35,13
IT,Italy,Sardinia,,2020-05-17,-70,-62,-9,-48,-17,9
IT,Italy,Sardinia,,2020-05-18,-42,-21,-33,-46,-36,13
IT,Italy,Sardinia,,2020-05-19,-43,-18,-25,-46,-36,13
IT,Italy,Sardinia,,2020-05-20,-39,-18,3,-39,-34,12
IT,Italy,Sardinia,,2020-05-21,-36,-16,27,-35,-34,11
IT,Italy,Sardinia,,2020-05-22,-37,-13,28,-36,-33,10
IT,Italy,Sardinia,,2020-05-23,-38,-13,45,-28,-26,6
IT,Italy,Sardinia,,2020-05-24,-45,-42,46,-29,-10,2
IT,Italy,Sardinia,,2020-05-25,-31,-16,24,-34,-33,9
IT,Italy,Sardinia,,2020-05-26,-31,-13,43,-33,-32,9
IT,Italy,Sardinia,,2020-05-27,-30,-12,43,-30,-31,9
IT,Italy,Sardinia,,2020-05-28,-29,-11,42,-32,-31,9
IT,Italy,Sardinia,,2020-05-29,-31,-9,32,-31,-31,8
IT,Italy,Sicily,,2020-02-15,0,-2,20,1,-2,0
IT,Italy,Sicily,,2020-02-16,1,1,27,7,-1,-1
IT,Italy,Sicily,,2020-02-17,-2,-1,6,2,1,0
IT,Italy,Sicily,,2020-02-18,-2,-3,14,5,2,0
IT,Italy,Sicily,,2020-02-19,-1,-1,5,3,0,0
IT,Italy,Sicily,,2020-02-20,0,0,9,4,-1,0
IT,Italy,Sicily,,2020-02-21,0,0,19,1,-2,0
IT,Italy,Sicily,,2020-02-22,-3,1,15,4,-3,0
IT,Italy,Sicily,,2020-02-23,1,8,35,9,1,-1
IT,Italy,Sicily,,2020-02-24,-1,14,12,-7,-12,3
IT,Italy,Sicily,,2020-02-25,-1,8,35,-9,-12,3
IT,Italy,Sicily,,2020-02-26,-11,-3,-1,-17,-12,4
IT,Italy,Sicily,,2020-02-27,-8,-1,-5,-16,-8,4
IT,Italy,Sicily,,2020-02-28,-8,-2,-4,-19,-8,4
IT,Italy,Sicily,,2020-02-29,-7,-2,3,-13,-4,2
IT,Italy,Sicily,,2020-03-01,-4,-1,27,-11,-2,1
IT,Italy,Sicily,,2020-03-02,-4,0,0,-13,-5,2
IT,Italy,Sicily,,2020-03-03,-7,-3,-7,-12,0,2
IT,Italy,Sicily,,2020-03-04,-8,-1,-17,-13,-2,2
IT,Italy,Sicily,,2020-03-05,-7,4,2,-19,-18,5
IT,Italy,Sicily,,2020-03-06,-12,1,-3,-24,-18,6
IT,Italy,Sicily,,2020-03-07,-21,0,-29,-27,-15,7
IT,Italy,Sicily,,2020-03-08,-31,-2,-29,-34,-10,7
IT,Italy,Sicily,,2020-03-09,-25,1,-23,-37,-25,9
IT,Italy,Sicily,,2020-03-10,-43,-2,-43,-47,-32,14
IT,Italy,Sicily,,2020-03-11,-51,-17,-43,-55,-38,16
IT,Italy,Sicily,,2020-03-12,-68,-27,-61,-66,-49,21
IT,Italy,Sicily,,2020-03-13,-74,-35,-63,-73,-55,24
IT,Italy,Sicily,,2020-03-14,-80,-41,-74,-74,-55,23
IT,Italy,Sicily,,2020-03-15,-90,-63,-84,-82,-56,22
IT,Italy,Sicily,,2020-03-16,-75,-42,-73,-77,-59,25
IT,Italy,Sicily,,2020-03-17,-78,-49,-73,-78,-62,26
IT,Italy,Sicily,,2020-03-18,-78,-49,-75,-79,-63,26
IT,Italy,Sicily,,2020-03-19,-78,-49,-75,-80,-65,27
IT,Italy,Sicily,,2020-03-20,-80,-46,-78,-81,-65,28
IT,Italy,Sicily,,2020-03-21,-84,-52,-86,-82,-62,25
IT,Italy,Sicily,,2020-03-22,-96,-94,-93,-89,-70,26
IT,Italy,Sicily,,2020-03-23,-80,-51,-81,-83,-67,28
IT,Italy,Sicily,,2020-03-24,-82,-55,-82,-82,-69,29
IT,Italy,Sicily,,2020-03-25,-86,-65,-86,-85,-71,30
IT,Italy,Sicily,,2020-03-26,-82,-52,-83,-84,-70,30
IT,Italy,Sicily,,2020-03-27,-82,-50,-82,-84,-69,31
IT,Italy,Sicily,,2020-03-28,-83,-51,-85,-82,-62,25
IT,Italy,Sicily,,2020-03-29,-95,-93,-91,-89,-68,25
IT,Italy,Sicily,,2020-03-30,-80,-49,-80,-82,-67,28
IT,Italy,Sicily,,2020-03-31,-91,-46,-74,-78,-67,27
IT,Italy,Sicily,,2020-04-01,-91,-45,-76,-78,-67,27
IT,Italy,Sicily,,2020-04-02,-91,-46,-79,-80,-68,29
IT,Italy,Sicily,,2020-04-03,-85,-43,-80,-82,-67,30
IT,Italy,Sicily,,2020-04-04,-87,-48,-84,-80,-61,25
IT,Italy,Sicily,,2020-04-05,-96,-93,-91,-89,-67,25
IT,Italy,Sicily,,2020-04-06,-82,-44,-77,-80,-64,27
IT,Italy,Sicily,,2020-04-07,-81,-44,-75,-79,-65,27
IT,Italy,Sicily,,2020-04-08,-81,-41,-76,-78,-65,26
IT,Italy,Sicily,,2020-04-09,-80,-37,-76,-78,-66,27
IT,Italy,Sicily,,2020-04-10,-80,-32,-76,-79,-66,28
IT,Italy,Sicily,,2020-04-11,-83,-41,-82,-79,-60,24
IT,Italy,Sicily,,2020-04-12,-97,-94,-92,-90,-70,26
IT,Italy,Sicily,,2020-04-13,-96,-96,-88,-92,-88,36
IT,Italy,Sicily,,2020-04-14,-81,-48,-75,-78,-63,26
IT,Italy,Sicily,,2020-04-15,-80,-43,-75,-77,-63,26
IT,Italy,Sicily,,2020-04-16,-79,-42,-75,-78,-63,27
IT,Italy,Sicily,,2020-04-17,-79,-38,-74,-79,-62,27
IT,Italy,Sicily,,2020-04-18,-83,-46,-80,-77,-56,23
IT,Italy,Sicily,,2020-04-19,-95,-93,-89,-87,-63,24
IT,Italy,Sicily,,2020-04-20,-78,-48,-76,-78,-60,25
IT,Italy,Sicily,,2020-04-21,-79,-48,-74,-76,-61,26
IT,Italy,Sicily,,2020-04-22,-78,-46,-75,-76,-61,25
IT,Italy,Sicily,,2020-04-23,-78,-41,-74,-76,-61,26
IT,Italy,Sicily,,2020-04-24,-72,-22,-71,-75,-59,24
IT,Italy,Sicily,,2020-04-25,-95,-94,-86,-86,-74,28
IT,Italy,Sicily,,2020-04-26,-94,-92,-88,-86,-60,23
IT,Italy,Sicily,,2020-04-27,-71,-34,-68,-74,-57,23
IT,Italy,Sicily,,2020-04-28,-74,-39,-67,-73,-57,22
IT,Italy,Sicily,,2020-04-29,-74,-35,-70,-73,-58,24
IT,Italy,Sicily,,2020-04-30,-68,-21,-64,-70,-57,22
IT,Italy,Sicily,,2020-05-01,-94,-93,-77,-88,-84,34
IT,Italy,Sicily,,2020-05-02,-77,-36,-74,-73,-50,21
IT,Italy,Sicily,,2020-05-03,-93,-90,-82,-82,-54,22
IT,Italy,Sicily,,2020-05-04,-56,-25,-38,-58,-46,15
IT,Italy,Sicily,,2020-05-05,-58,-28,-31,-57,-47,16
IT,Italy,Sicily,,2020-05-06,-57,-27,-33,-58,-47,16
IT,Italy,Sicily,,2020-05-07,-58,-26,-38,-59,-47,17
IT,Italy,Sicily,,2020-05-08,-56,-21,-30,-60,-46,17
IT,Italy,Sicily,,2020-05-09,-61,-22,-37,-54,-37,13
IT,Italy,Sicily,,2020-05-10,-75,-81,-48,-63,-32,12
IT,Italy,Sicily,,2020-05-11,-52,-26,-35,-57,-43,15
IT,Italy,Sicily,,2020-05-12,-52,-24,-22,-53,-42,15
IT,Italy,Sicily,,2020-05-13,-55,-26,-39,-57,-43,15
IT,Italy,Sicily,,2020-05-14,-54,-24,-36,-58,-43,15
IT,Italy,Sicily,,2020-05-15,-53,-19,-27,-58,-42,15
IT,Italy,Sicily,,2020-05-16,-57,-19,-32,-53,-32,11
IT,Italy,Sicily,,2020-05-17,-70,-79,-29,-61,-25,10
IT,Italy,Sicily,,2020-05-18,-36,-14,-23,-50,-35,11
IT,Italy,Sicily,,2020-05-19,-38,-15,-17,-47,-36,12
IT,Italy,Sicily,,2020-05-20,-38,-15,-29,-48,-37,12
IT,Italy,Sicily,,2020-05-21,-37,-13,-18,-49,-37,12
IT,Italy,Sicily,,2020-05-22,-35,-10,-1,-48,-35,11
IT,Italy,Sicily,,2020-05-23,-36,-7,10,-37,-21,5
IT,Italy,Sicily,,2020-05-24,-53,-73,14,-46,-16,3
IT,Italy,Sicily,,2020-05-25,-31,-12,-12,-45,-34,10
IT,Italy,Sicily,,2020-05-26,-32,-13,-1,-42,-33,10
IT,Italy,Sicily,,2020-05-27,-31,-8,-6,-42,-33,9
IT,Italy,Sicily,,2020-05-28,-29,-6,-4,-43,-33,10
IT,Italy,Sicily,,2020-05-29,-30,-5,4,-44,-33,9
IT,Italy,Trentino-South Tyrol,,2020-02-15,4,2,22,12,0,-1
IT,Italy,Trentino-South Tyrol,,2020-02-16,10,11,16,15,1,-1
IT,Italy,Trentino-South Tyrol,,2020-02-17,5,6,5,4,1,0
IT,Italy,Trentino-South Tyrol,,2020-02-18,9,4,26,10,1,-1
IT,Italy,Trentino-South Tyrol,,2020-02-19,7,6,11,7,1,0
IT,Italy,Trentino-South Tyrol,,2020-02-20,8,5,26,11,-1,0
IT,Italy,Trentino-South Tyrol,,2020-02-21,4,5,13,6,-2,0
IT,Italy,Trentino-South Tyrol,,2020-02-22,7,8,33,17,-4,-1
IT,Italy,Trentino-South Tyrol,,2020-02-23,13,26,31,24,0,-1
IT,Italy,Trentino-South Tyrol,,2020-02-24,10,26,38,-3,-19,4
IT,Italy,Trentino-South Tyrol,,2020-02-25,1,15,19,-12,-23,7
IT,Italy,Trentino-South Tyrol,,2020-02-26,-2,2,-2,-16,-17,6
IT,Italy,Trentino-South Tyrol,,2020-02-27,0,3,4,-12,-18,6
IT,Italy,Trentino-South Tyrol,,2020-02-28,-1,0,10,-12,-17,6
IT,Italy,Trentino-South Tyrol,,2020-02-29,-7,0,-3,-9,-7,3
IT,Italy,Trentino-South Tyrol,,2020-03-01,-21,-6,-45,-27,-4,6
IT,Italy,Trentino-South Tyrol,,2020-03-02,-15,-9,-36,-14,0,3
IT,Italy,Trentino-South Tyrol,,2020-03-03,-9,-1,-19,-9,0,2
IT,Italy,Trentino-South Tyrol,,2020-03-04,-3,1,0,-2,0,1
IT,Italy,Trentino-South Tyrol,,2020-03-05,-12,1,-24,-21,-14,7
IT,Italy,Trentino-South Tyrol,,2020-03-06,-11,-2,-10,-21,-13,7
IT,Italy,Trentino-South Tyrol,,2020-03-07,-9,2,9,-9,-8,4
IT,Italy,Trentino-South Tyrol,,2020-03-08,-14,4,6,-8,-8,3
IT,Italy,Trentino-South Tyrol,,2020-03-09,-28,-2,-38,-34,-18,9
IT,Italy,Trentino-South Tyrol,,2020-03-10,-45,2,-47,-41,-25,13
IT,Italy,Trentino-South Tyrol,,2020-03-11,-55,-16,-44,-47,-32,16
IT,Italy,Trentino-South Tyrol,,2020-03-12,-75,-24,-64,-62,-41,22
IT,Italy,Trentino-South Tyrol,,2020-03-13,-81,-35,-72,-69,-49,27
IT,Italy,Trentino-South Tyrol,,2020-03-14,-90,-54,-87,-80,-57,26
IT,Italy,Trentino-South Tyrol,,2020-03-15,-92,-72,-84,-80,-58,23
IT,Italy,Trentino-South Tyrol,,2020-03-16,-82,-44,-74,-73,-58,28
IT,Italy,Trentino-South Tyrol,,2020-03-17,-84,-48,-73,-73,-61,29
IT,Italy,Trentino-South Tyrol,,2020-03-18,-85,-51,-76,-74,-62,30
IT,Italy,Trentino-South Tyrol,,2020-03-19,-86,-51,-80,-77,-63,32
IT,Italy,Trentino-South Tyrol,,2020-03-20,-86,-49,-84,-78,-63,33
IT,Italy,Trentino-South Tyrol,,2020-03-21,-90,-60,-89,-80,-61,26
IT,Italy,Trentino-South Tyrol,,2020-03-22,-96,-95,-93,-87,-65,25
IT,Italy,Trentino-South Tyrol,,2020-03-23,-86,-53,-87,-79,-67,32
IT,Italy,Trentino-South Tyrol,,2020-03-24,-87,-55,-85,-77,-68,33
IT,Italy,Trentino-South Tyrol,,2020-03-25,-88,-56,-88,-80,-69,34
IT,Italy,Trentino-South Tyrol,,2020-03-26,-89,-58,-88,-80,-71,36
IT,Italy,Trentino-South Tyrol,,2020-03-27,-88,-54,-88,-81,-70,37
IT,Italy,Trentino-South Tyrol,,2020-03-28,-91,-61,-90,-81,-63,27
IT,Italy,Trentino-South Tyrol,,2020-03-29,-96,-94,-93,-86,-65,25
IT,Italy,Trentino-South Tyrol,,2020-03-30,-87,-58,-89,-82,-69,33
IT,Italy,Trentino-South Tyrol,,2020-03-31,-86,-53,-85,-79,-69,33
IT,Italy,Trentino-South Tyrol,,2020-04-01,-86,-54,-85,-78,-68,33
IT,Italy,Trentino-South Tyrol,,2020-04-02,-86,-54,-85,-79,-68,34
IT,Italy,Trentino-South Tyrol,,2020-04-03,-86,-50,-85,-79,-67,35
IT,Italy,Trentino-South Tyrol,,2020-04-04,-90,-58,-89,-81,-61,26
IT,Italy,Trentino-South Tyrol,,2020-04-05,-95,-93,-91,-85,-64,25
IT,Italy,Trentino-South Tyrol,,2020-04-06,-84,-51,-84,-77,-65,31
IT,Italy,Trentino-South Tyrol,,2020-04-07,-84,-49,-82,-76,-66,31
IT,Italy,Trentino-South Tyrol,,2020-04-08,-84,-49,-84,-76,-65,31
IT,Italy,Trentino-South Tyrol,,2020-04-09,-84,-45,-84,-76,-66,32
IT,Italy,Trentino-South Tyrol,,2020-04-10,-84,-40,-84,-78,-67,34
IT,Italy,Trentino-South Tyrol,,2020-04-11,-88,-53,-88,-80,-59,25
IT,Italy,Trentino-South Tyrol,,2020-04-12,-96,-94,-92,-87,-65,25
IT,Italy,Trentino-South Tyrol,,2020-04-13,-95,-95,-89,-87,-89,40
IT,Italy,Trentino-South Tyrol,,2020-04-14,-82,-46,-81,-75,-62,29
IT,Italy,Trentino-South Tyrol,,2020-04-15,-81,-46,-79,-73,-61,29
IT,Italy,Trentino-South Tyrol,,2020-04-16,-81,-45,-78,-74,-60,30
IT,Italy,Trentino-South Tyrol,,2020-04-17,-81,-44,-79,-74,-60,31
IT,Italy,Trentino-South Tyrol,,2020-04-18,-86,-51,-82,-76,-55,23
